,path,label,interval
0,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/bb05582b_nohash_3.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
1,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/97f4c236_nohash_2.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
2,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/563aa4e6_nohash_2.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
3,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/f2e59fea_nohash_3.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
4,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/aef8dcf5_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
5,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/dc75148d_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
6,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/c9b5ff26_nohash_4.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
7,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/3f170018_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
8,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/cfbedff9_nohash_4.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
9,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/e1469561_nohash_1.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
10,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/5c8af87a_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
11,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/aa48c94a_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
12,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/1538beb7_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
13,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/837a0f64_nohash_1.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
14,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/e49428d9_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
15,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/d1bf406b_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
16,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/c7124b73_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
17,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/837a0f64_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
18,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/d1bf406b_nohash_1.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
19,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/e49428d9_nohash_1.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
20,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/aa80f517_nohash_4.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
21,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/5c8af87a_nohash_1.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
22,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/e1469561_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
23,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/7257420c_nohash_0.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
24,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/18f8afd5_nohash_2.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
25,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/84d1e469_nohash_2.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
26,/path/to/AdvReverb/data/SpeechCommands/speech_commands_v0.02/yes/f2e59fea_nohash_2.wav,0,"[(0,3200,'p'),(3200,6400,'p'),(6400,9600,'p'),(9600,12800,'p'),(12800,16000,'p')]"
